pagetitle;topcategory;subcategory;longtitle;alias;description;introtext;content;images;catalogfull;product-sku;max-kapacitet-nosivosti;max-visina-dizanja;max-jacina-baterije;max-brzina-voznje;teziste;opcije;vrsta-motora;vucni-kapacitet;max-visina-komisioniranja;primjena-vilicara;radni-hodnik;okretni-radius
Toyota Tracto 4CBTY4;VuÄçna vozila Toyota Tracto S serija;BT i Toyota vuÄçna vozila;Toyota vuÄçno vozilo Tracto S serija;vuÄçno-vozilo-toyota-tracto-s-4cbty4;Za horizontalni prijevoz tereta i komisioniranje pojedinih artikala, Toyota Tracto S serije dizajniran je s niskom ulaznom stepenicom za vozaÄça i kapacitetom vuÄçe do 4 t.;;"<p class=""kratki""><strong>Za horizontalni prijevoz tereta i komisioniranje pojedinih artikala, Toyota Tracto S serije dizajniran je s niskom ulaznom stepenicom za vozaa i kapacitetom vue do 4 t.</strong></p><div class=""kratki""><p>Toyota Tracto S-serije sastoji se od 3 tipa vunih vozila na kojima se stoji s rasponom nosivosti od 2 do 4 tone. Napravljeni za optimalnu sigurnost, komfor vozaa i produktivnost u radu, Toyota Tracto S-serija predviena je svojim dizajnom i niskom ulaznom stepenicom za este ulaske i silaske sa vozila vozaa omoguujui produktivan rad u komisioniranju i montiranju i demontiranju vunih kolica. S obzirom na svoju nosivost naa vuna vozila Tracto S pogodna su i za horizontalni transport vie kolica od jednom. 48 V elektrini sistem i AC motor osiguravaju dugotrajnost i male zahtjeve za odravanjem.</p></div>";https://www.skladisna-logistika.hr/assets/galleries/243/474_toyota-tracto-s-series-cbty_LO.jpg;http://www.skladisna-logistika.hr/upload/artikli/tracto_s_i_r_serija_203856.pdf;4CBTY4;;;;13.5;;;;4000;;;;1600
Toyota Tracto 4CBYk4;VuÄçna vozila Toyota Tracto S serija;BT i Toyota vuÄçna vozila;Toyota vuÄçno vozilo Tracto S serija;vuÄçno-vozilo-toyota-tracto-s-4cbyk4;Za horizontalni prijevoz tereta i komisioniranje pojedinih artikala, Toyota Tracto S serije dizajniran je s niskom ulaznom stepenicom za vozaÄça i kapacitetom vuÄçe do 4 t.;;"<p class=""kratki""><strong>Za horizontalni prijevoz tereta i komisioniranje pojedinih artikala, Toyota Tracto S serije dizajniran je s niskom ulaznom stepenicom za vozaa i kapacitetom vue do 4 t.</strong></p><div class=""kratki""><p>Toyota Tracto S-serije sastoji se od 3 tipa vunih vozila na kojima se stoji s rasponom nosivosti od 2 do 4 tone. Napravljeni za optimalnu sigurnost, komfor vozaa i produktivnost u radu, Toyota Tracto S-serija predviena je svojim dizajnom i niskom ulaznom stepenicom za este ulaske i silaske sa vozila vozaa omoguujui produktivan rad u komisioniranju i montiranju i demontiranju vunih kolica. S obzirom na svoju nosivost naa vuna vozila Tracto S pogodna su i za horizontalni transport vie kolica od jednom. 48 V elektrini sistem i AC motor osiguravaju dugotrajnost i male zahtjeve za odravanjem.</p></div>";https://www.skladisna-logistika.hr/assets/galleries/242/469_toyota-tracto-s-series-4cbty_LO.jpg;http://www.skladisna-logistika.hr/upload/artikli/tracto_s_i_r_serija_203827.pdf;4CBTYk4;;;;13.0;;;;4000;;;;1600
Toyota Tracto 4CBTY2;VuÄçna vozila Toyota Tracto S serija;BT i Toyota vuÄçna vozila;Toyota vuÄçno vozilo Tracto S serija;vuÄçno-vozilo-toyota-tracto-s-4cbty2;Za horizontalni prijevoz tereta i komisioniranje pojedinih artikala, Toyota Tracto S serije dizajniran je s niskom ulaznom stepenicom za vozaÄça i kapacitetom vuÄçe do 4 t.;;"<p class=""kratki""><strong>Za horizontalni prijevoz tereta i komisioniranje pojedinih artikala, Toyota Tracto S serije dizajniran je s niskom ulaznom stepenicom za vozaa i kapacitetom vue do 4 t.</strong></p><div class=""kratki""><p>Toyota Tracto S-serije sastoji se od 3 tipa vunih vozila na kojima se stoji s rasponom nosivosti od 2 do 4 tone. Napravljeni za optimalnu sigurnost, komfor vozaa i produktivnost u radu, Toyota Tracto S-serija predviena je svojim dizajnom i niskom ulaznom stepenicom za este ulaske i silaske sa vozila vozaa omoguujui produktivan rad u komisioniranju i montiranju i demontiranju vunih kolica. S obzirom na svoju nosivost naa vuna vozila Tracto S pogodna su i za horizontalni transport vie kolica od jednom. 48 V elektrini sistem i AC motor osiguravaju dugotrajnost i male zahtjeve za odravanjem.</p></div>";https://www.skladisna-logistika.hr/assets/galleries/241/465_toyota-tracto-s-series-4cbty_LO.jpg;http://www.skladisna-logistika.hr/upload/artikli/tracto_s_i_r_serija_20383.pdf;4CBTY2;;;;13.0;;;;2000;;;;1600
BT Movit TSE300;BT vuÄçna vozila;BT i Toyota vuÄçna vozila;BT vuÄçno vozilo Movit S serija;vuÄçno-vozilo-bt-movit-s-tse300;BT Movit S vuÄçna vozila na kojima se stoji predviÅ¡ena su za visoke zahtjeve vuÄçe ili komisioniranja s moguÄ‡noÅ¡Ä‡u vuÄçe do 3 t.;;"<p><strong>Ova vuna vozila na kojima se stoji predviena su za visoke zahtjeve vue ili komisioniranja s mogunou vue do 3 t.</strong></p><div class=""kratki""><p>BT Movit S serije vuna vozila bazirana su na dizajnu BT Optio L komisionih viliara i time nude visoke performanse rada s vunim kapacitetom do 3t. . Opremljeni s integriranim sistemom kontrole i vonje ova vuna vozila pruaju napredne karakteristike rada, efikasnost i lagani su za koritenje jednako kada se koriste kao vuna vozila ili u procesu komisioniranja. Elektronska konica i kontrola brzine vozila prilikom skretanja pruaju sigurnost i napredno upravljanje vozilom, te smanjuju potronju pogonskog kotaa.</p></div>";"https://www.skladisna-logistika.hr/assets/galleries/240/461_bt-movit-tse300_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/240/462_bt-tow-truck-tse300_LO.jpg";;TSE300;;;;12.0;;;;3000;;;;3050
BT Movit TSE150;BT vuÄçna vozila;BT i Toyota vuÄçna vozila;BT vuÄçno vozilo Movit N serija;vuÄçno-vozilo-bt-movit-n-tse150;BT Movit N serije vuÄçna vozila na kojima se stoji predviÄ‘eni su za laganije aplikacije vuÄçe. Dizajniran su sa uskom Å¡asijom i vrlo niskim ulazom na prostor vozaÄça za lagano montiranje i demontiranje vuÄçnih kolica.;;"<p class=""kratki""><strong>BT Movit N serije vuna vozila na kojima se stoji predvieni su za laganije aplikacije vue. Dizajniran su sa uskom asijom i vrlo niskim ulazom na prostor vozaa za lagano montiranje i demontiranje vunih kolica.</strong></p><div class=""kratki""><p>BT Movit N-serije vuno vozilo na kojem se stoji je vrlo pogodno za laganu vuu, ali i za komisioniranje pojedinih artikala s polica.Imaju kapacitet vue do 1,5 t i iroki izbor nosaa tereta. Uska asija i niska ulazna stepenica od 70 mm nude vozau napredno upravljanje i komfor za vrijeme rada. Obzirom su lagani i manjih dimenzija idealni su za</p><ul><li><span style=""line-height: 1.5em;"">urede</span></li><li><span style=""line-height: 1.5em;"">manje trgovine</span></li><li><span style=""line-height: 1.5em;"">skladita</span></li><li><span style=""line-height: 1.5em;"">hotele</span></li><li><span style=""line-height: 1.5em;"">tvornice</span></li><li><span style=""line-height: 1.5em;"">bolnice</span></li></ul></div>";"https://www.skladisna-logistika.hr/assets/galleries/239/457_bt-movit-tse100w-old-model_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/239/458_bt-movit-tse100w-old-model_LO-2.jpg";http://www.skladisna-logistika.hr/upload/artikli/tse150_202914.pdf;TSE150;;;;12.0;;;;1500;;;;1440
BT Movit TSE100W;BT vuÄçna vozila;BT i Toyota vuÄçna vozila;BT vuÄçno vozilo Movit N serija;vuÄçno-vozilo-bt-movit-n-tse100w;BT Movit N serije vuÄçna vozila na kojima se stoji predviÄ‘eni su za laganije aplikacije vuÄçe. Dizajniran su sa uskom Å¡asijom i vrlo niskim ulazom na prostor vozaÄça za lagano montiranje i demontiranje vuÄçnih kolica.;;"<p class=""kratki""><strong>BT Movit N serije vuna vozila na kojima se stoji predvieni su za laganije aplikacije vue. Dizajniran su sa uskom asijom i vrlo niskim ulazom na prostor vozaa za lagano montiranje i demontiranje vunih kolica.</strong></p><div class=""kratki""><p>BT Movit N-serije vuno vozilo na kojem se stoji je vrlo pogodno za laganu vuu, ali i za komisioniranje pojedinih artikala s polica.Imaju kapacitet vue do 1,5 t i iroki izbor nosaa tereta. Uska asija i niska ulazna stepenica od 70 mm nude vozau napredno upravljanje i komfor za vrijeme rada. Obzirom su lagani i manjih dimenzija idealni su za</p><ul><li><span style=""line-height: 1.5em;"">urede</span></li><li><span style=""line-height: 1.5em;"">manje trgovine</span></li><li><span style=""line-height: 1.5em;"">skladita</span></li><li><span style=""line-height: 1.5em;"">hotele</span></li><li><span style=""line-height: 1.5em;"">tvornice</span></li><li><span style=""line-height: 1.5em;"">bolnice</span></li></ul></div>";"https://www.skladisna-logistika.hr/assets/galleries/238/453_bt-movit-tse100w-old-model_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/238/454_bt-movit-tse100w-old-model_LO-2.jpg";http://www.skladisna-logistika.hr/upload/artikli/tse100w_20291.pdf;TSE100W;;;;12.0;;;;1000;;;;1085
BT Movit TSE100;BT vuÄçna vozila;BT i Toyota vuÄçna vozila;BT vuÄçno vozilo Movit N serija;vuÄçno-vozilo-bt-movit-n-tse100;BT Movit N serije vuÄçna vozila na kojima se stoji predviÄ‘eni su za laganije aplikacije vuÄçe. Dizajniran su sa uskom Å¡asijom i vrlo niskim ulazom na prostor vozaÄça za lagano montiranje i demontiranje vuÄçnih kolica.;;"<p class=""kratki""><strong>BT Movit N serije vuna vozila na kojima se stoji predvieni su za laganije aplikacije vue. Dizajniran su sa uskom asijom i vrlo niskim ulazom na prostor vozaa za lagano montiranje i demontiranje vunih kolica.</strong></p><p>BT Movit N-serije vuno vozilo na kojem se stoji je vrlo pogodno za laganu vuu, ali i za komisioniranje pojedinih artikala s polica.Imaju kapacitet vue do 1,5 t i iroki izbor nosaa tereta. Uska asija i niska ulazna stepenica od 70 mm nude vozau napredno upravljanje i komfor za vrijeme rada. Obzirom su lagani i manjih dimenzija idealni su za</p><div><ul><li>urede</li><li>manje trgovine</li><li>skladita</li><li>hotele</li><li>tvornice</li><li>bolnice</li></ul></div>";"https://www.skladisna-logistika.hr/assets/galleries/237/446_bt-movit-tse100w-old-model_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/237/447_bt-movit-tse100w-old-model_LO-2.jpg";http://www.skladisna-logistika.hr/upload/artikli/tse100_202748.pdf;TSE100;;;;12.0;;;;1000;;;;1085
BT Movit TWE100;BT vuÄçna vozila;BT i Toyota vuÄçna vozila;BT vuÄçno vozilo Movit W serija;vuÄçno-vozilo-bt-movit-w-twe100;PredviÄ‘eni za vuÄçu svih tipova kolica, BT Movit W serije vuÄçnih vozila iza kojih se hoda imaju kompaktan dizajn i vuÄçni kapacitet do 1,5 tone.;;"<p class=""kratki""><strong>Predvieni za vuu svih tipova kolica, BT Movit W-serije vunih vozila iza kojih se hoda imaju kompaktan dizajn i vuni kapacitet do 1,5 tone.</strong></p><div class=""kratki""><p>Pogodni za vuu kolica, naa vuna vozila BT Movit W-serije iza kojih se hoda smanjuju napor vozaa za upravljanje teretom u kolicima, jednako kao i rizik ozljeda operatera, a istodobno poveavaju efikasnost i produktivnost. Ova kompaktna vuna vozila imaju kapacitet vue do 1,5 t i osiguravaju poveanu sigurnost vozaa.</p><ul class=""tmhe-ul-no-indent-red""><li>Kapacitet vue do 1.5 tone</li><li>Kompaktan dizajn</li><li>Vie opcija kuka za vuenje</li><li>Brzo otputanje kolica od vunog vozila</li></ul></div>";"https://www.skladisna-logistika.hr/assets/galleries/235/437_bt-movit-twe100_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/235/438_bt-movit-twe100_LO-1.jpg";;TWE100;;;;;;;;1000;;;;
8FBMHT60;Toyota elektriÄçni Äçeoni viliÄçari Traigo HT serija;ElektriÄçni Äçeoni viliÄçari - Toyota Traigo serije;Toyota elektriÄçni Äçeoni viliÄçari Traigo HT serija;elektriÄçni-Äçeoni-viliÄçar-toyota-traigo-8fbmht60;Namijenjeni za rad u teÅ¡kim uvjetima Toyota Traigo HT elektro Äçeoni viliÄçari s 4 kotaÄça imaju 80 voltne baterije i kapacitet nosivosti do 8.5 tona.;;"<p class=""kratki""><strong>Namijenjeni za rad u tekim uvjetima Toyota Traigo HT elektro eoni viliari s 4 kotaa imaju 80 voltne baterije i kapacitet nosivosti do 8.5 tona.</strong></p><ul><li>Kapacitet nosivosti do 6t pri teitu od 500mm</li><li>Visina dizanja do 6,5 m</li><li>Toyota SAS sa kontrolom krana, sinkroniziranim upravljanjem i redukcijom brzine prilikom skretanja</li><li>AC tehnologija</li><li>Mogunost izbora ruica za upravljanje</li><li>Izmjena baterija sa strane</li></ul><div class=""kratki""><p>Toyota Traigo HT elektro eoni viliari najbri su viliari u klasi, kako u vonji tako i kod dizanja tereta. Idealan su izbor za teke uvjete rada koji zahtjevaju maksimalnu preciznost i produktivnost. Pogodni su za manipulaciju za vie paleta odjednomitakoer su opremljeni s Toyota SAS sustavom.</p></div>";"https://www.skladisna-logistika.hr/assets/galleries/189/434_toyota-traigo-ht_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/189/433_toyota-traigo-ht_LO-2.jpg";http://www.skladisna-logistika.hr/upload/artikli/8fbmht60_17591.pdf;8FBMHT60;6000 kg;do 6.5 m;640 / 720 / 800 / 1050 / 1250 Ah;16 km/h;600;;;;;;;3194
8FBMHT70;Toyota elektriÄçni Äçeoni viliÄçari Traigo HT serija;ElektriÄçni Äçeoni viliÄçari - Toyota Traigo serije;Toyota elektriÄçni Äçeoni viliÄçari Traigo HT serija;elektriÄçni-Äçeoni-viliÄçar-toyota-traigo-8fbmht70;Namijenjeni za rad u teÅ¡kim uvjetima Toyota Traigo HT elektro Äçeoni viliÄçari s 4 kotaÄça imaju 80 voltne baterije i kapacitet nosivosti do 8.5 tona.;;"<p class=""kratki""><strong>Namijenjeni za rad u tekim uvjetima Toyota Traigo HT elektro eoni viliari s 4 kotaa imaju 80 voltne baterije i kapacitet nosivosti do 8.5 tona.</strong></p><ul><li>Kapacitet nosivosti do 7t pri teitu od 500mm</li><li>Visina dizanja do 6,5 m</li><li>Toyota SAS sa kontrolom krana, sinkroniziranim upravljanjem i redukcijom brzine prilikom skretanja</li><li>AC tehnologija</li><li>Mogunost izbora ruica za upravljanje</li><li>Izmjena baterija sa strane</li></ul><div class=""kratki""><p>Toyota Traigo HT elektro eoni viliari najbri su viliari u klasi, kako u vonji tako i kod dizanja tereta. Idealan su izbor za teke uvjete rada koji zahtjevaju maksimalnu preciznost i produktivnost. Pogodni su za manipulaciju za vie paleta odjednomitakoer su opremljeni s Toyota SAS sustavom.</p></div>";"https://www.skladisna-logistika.hr/assets/galleries/283/435_toyota-traigo-ht_LO-2.jpg;https://www.skladisna-logistika.hr/assets/galleries/283/436_toyota-traigo-ht_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/8fbmht70_18035.pdf;8FBMHT70;7000 kg;do 6.5 m;640 / 720 / 800 / 1050 / 1250 Ah;16 km/h;600;;;;;;;3194
8FBMHT85;Toyota elektriÄçni Äçeoni viliÄçari Traigo HT serija;ElektriÄçni Äçeoni viliÄçari - Toyota Traigo serije;Toyota elektriÄçni Äçeoni viliÄçari Traigo HT serija;elektriÄçni-Äçeoni-viliÄçar-toyota-traigo-8fbmht85;Namijenjeni za rad u teÅ¡kim uvjetima Toyota Traigo HT elektro Äçeoni viliÄçari s 4 kotaÄça imaju 80 voltne baterije i kapacitet nosivosti do 8,5 tona.;;"<p class=""kratki""><strong>Namijenjeni za rad u tekim uvjetima Toyota Traigo HT elektro eoni viliari s 4 kotaa imaju 80 voltne baterije i kapacitet nosivosti do 8.5 tona.</strong></p><ul><li>Kapacitet nosivosti do 8,5t pri teitu od 500mm</li><li>Visina dizanja do 6,5 m</li><li>Toyota SAS sa kontrolom krana, sinkroniziranim upravljanjem i redukcijom brzine prilikom skretanja</li><li>AC tehnologija</li><li>Mogunost izbora ruica za upravljanje</li><li>Izmjena baterija sa strane</li></ul><div class=""kratki""><p>Toyota Traigo HT elektro eoni viliari najbri su viliari u klasi, kako u vonji tako i kod dizanja tereta. Idealan su izbor za teke uvjete rada koji zahtjevaju maksimalnu preciznost i produktivnost. Pogodni su za manipulaciju za vie paleta odjednomitakoer su opremljeni s Toyota SAS sustavom.</p></div>";"https://www.skladisna-logistika.hr/assets/galleries/284/444_toyota-traigo-ht_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/284/445_toyota-traigo-ht_LO-1.jpg";http://www.skladisna-logistika.hr/upload/artikli/8fbmht85_18122.pdf;8FBMHT85;8500 kg;do 6.5 m;1050 / 1250 Ah;16 km/h;600;;;;;;;3255
8FBMT50;Toyota elektriÄçni Äçeoni viliÄçari Traigo 80 serija;ElektriÄçni Äçeoni viliÄçari - Toyota Traigo serije;ElektriÄçni Äçeoni viliÄçari Toyota Traigo 80 serija;elektriÄçni-Äçeoni-viliÄçar-toyota-traigo-8fbmt50;Dizajnirani za teÅ¡ke aplikacije rada i rad s viÅ¡e paleta odjednom, ekstra izdrÅ_ljivi Toyota Traigo 80 elektro Äçeoni viliÄçari na 4 kotaÄça imaju kapacitet nosivosti od 2 do 5 tona.;;"<p class=""kratki""><strong>Dizajnirani za teke aplikacije rada i rad s vie paleta odjednom, ekstra izdrljivi Toyota Traigo 80 elektro eoni viliari na 4 kotaa imaju kapacitet nosivosti od 2 do 5 tona.</strong></p><ul><li>Kapacitet nosivosti do 5t pri teitu od 500mm</li><li>Visina dizanja do 6,5 m</li><li>Toyota SAS sa kontrolom krana, sinkroniziranim upravljanjem i redukcijom brzine prilikom skretanja</li><li>AC tehnologija</li><li>Mogunost izbora ruica za upravljanje</li><li>Izmjena baterija sa strane</li></ul><div class=""kratki""><p><span class=""hps"">Dizajniran za</span>primjenu u tekim uvjetima rada,<span class=""hps"">nai elektro eoni viliari iz</span><span class=""hps"">Traigo</span><span class=""hps"">80 i</span><span class=""hps"">7FBMF</span><span class=""hps"">serije</span><span class=""hps"">imaju 80</span><span class=""atn"">-</span>voltne<span class=""hps"">baterije</span>, amogu podii teret<span class=""hps"">do visine od 6,5</span><span class=""hps"">metara</span>.<span class=""hps"">Pogodni za aplikacije rukovanja s</span><span class=""hps"">vie</span><span class=""hps"">paleta</span>odjednom,ovi viliaris<span class=""hps"">4</span><span class=""atn"">-</span>kotaa<span class=""hps"">imaju kapacitet nosivosti</span><span class=""hps"">do</span><span class=""hps"">5</span><span class=""hps"">tona</span>.<span class=""hps"">Kombinirajui</span><span class=""hps"">snane</span><span class=""hps"">Toyota</span><span class=""hps"">AC</span><span class=""hps"">elektromotore</span><span class=""hps"">s naprednim</span><span class=""hps"">tehnologijama</span><span class=""hps"">za utedu energije</span>,<span class=""hps"">Toyota</span><span class=""hps"">Traigo80</span><span class=""hps"">i</span><span class=""hps"">7FBMF</span><span class=""hps"">jame</span><span class=""hps"">vrhunske performanse i</span><span class=""hps"">due operativno</span><span class=""hps"">vrijeme rada</span>.</p></div>";"https://www.skladisna-logistika.hr/assets/galleries/188/432_traigo-80-5t_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/188/431_traigo-80-5t_LO-1.jpg";http://www.skladisna-logistika.hr/upload/artikli/traigo_80_8fbmt_50_1209.pdf;8FBMT50;5000;6.5;930;18;500;;;;;;;2686
8FBMT40;Toyota elektriÄçni Äçeoni viliÄçari Traigo 80 serija;ElektriÄçni Äçeoni viliÄçari - Toyota Traigo serije;ElektriÄçni Äçeoni viliÄçari Toyota Traigo 80 serija;elektriÄçni-Äçeoni-viliÄçar-toyota-traigo-8fbmt40;Dizajnirani za teÅ¡ke aplikacije rada i rad s viÅ¡e paleta odjednom, ekstra izdrÅ_ljivi Toyota Traigo 80 elektro Äçeoni viliÄçari na 4 kotaÄça imaju kapacitet nosivosti od 2 do 5 tona.;;"<p class=""kratki""><strong>Dizajnirani za teke aplikacije rada i rad s vie paleta odjednom, ekstra izdrljivi Toyota Traigo 80 elektro eoni viliari na 4 kotaa imaju kapacitet nosivosti od 2 do 5 tona.</strong></p><ul><li>Kapacitet nosivosti do 4t pri teitu od 500mm</li><li>Visina dizanja do 6,5 m</li><li>Toyota SAS sa kontrolom krana, sinkroniziranim upravljanjem i redukcijom brzine prilikom skretanja</li><li>AC tehnologija</li><li>Mogunost izbora ruica za upravljanje</li><li>Izmjena baterija sa strane</li></ul><div class=""kratki""><p><span class=""hps"">Dizajniran za</span>primjenu u tekim uvjetima rada,<span class=""hps"">nai elektro eoni viliari iz</span><span class=""hps"">Traigo</span><span class=""hps"">80 i</span><span class=""hps"">7FBMF</span><span class=""hps"">serije</span><span class=""hps"">imaju 80</span><span class=""atn"">-</span>voltne<span class=""hps"">baterije</span>, amogu podii teret<span class=""hps"">do visine od 6,5</span><span class=""hps"">metara</span>.<span class=""hps"">Pogodni za aplikacije rukovanja s</span><span class=""hps"">vie</span><span class=""hps"">paleta</span>odjednom,ovi viliaris<span class=""hps"">4</span><span class=""atn"">-</span>kotaa<span class=""hps"">imaju kapacitet nosivosti</span><span class=""hps"">do</span><span class=""hps"">5</span><span class=""hps"">tona</span>.<span class=""hps"">Kombinirajui</span><span class=""hps"">snane</span><span class=""hps"">Toyota</span><span class=""hps"">AC</span><span class=""hps"">elektromotore</span><span class=""hps"">s naprednim</span><span class=""hps"">tehnologijama</span><span class=""hps"">za utedu energije</span>,<span class=""hps"">Toyota</span><span class=""hps"">Traigo80</span><span class=""hps"">i</span><span class=""hps"">7FBMF</span><span class=""hps"">jame</span><span class=""hps"">vrhunske performanse i</span><span class=""hps"">due operativno</span><span class=""hps"">vrijeme rada</span>.</p></div>";https://www.skladisna-logistika.hr/assets/galleries/186/429_traigo-80-4t-cabin_HI.jpg;http://www.skladisna-logistika.hr/upload/artikli/traigo_80_8fbmt_40_12128.pdf;8FBMT40;4000;6.5;930;18;500;;;;;;;2543
8FBMT45;Toyota elektriÄçni Äçeoni viliÄçari Traigo 80 serija;ElektriÄçni Äçeoni viliÄçari - Toyota Traigo serije;ElektriÄçni Äçeoni viliÄçari Toyota Traigo 80 serija;elektriÄçni-Äçeoni-viliÄçar-toyota-traigo-8fbmt45;Dizajnirani za teÅ¡ke aplikacije rada i rad s viÅ¡e paleta odjednom, ekstra izdrÅ_ljivi Toyota Traigo 80 elektro Äçeoni viliÄçari na 4 kotaÄça imaju kapacitet nosivosti od 2 do 5 tona.;;"<p class=""kratki""><strong>Dizajnirani za teke aplikacije rada i rad s vie paleta odjednom, ekstra izdrljivi Toyota Traigo 80 elektro eoni viliari na 4 kotaa imaju kapacitet nosivosti od 2 do 5 tona.</strong></p><ul><li>Kapacitet nosivosti do 4,5t pri teitu od 500mm</li><li>Visina dizanja do 6,5 m</li><li>Toyota SAS sa kontrolom krana, sinkroniziranim upravljanjem i redukcijom brzine prilikom skretanja</li><li>AC tehnologija</li><li>Mogunost izbora ruica za upravljanje</li><li>Izmjena baterija sa strane</li></ul><div class=""kratki""><p><span class=""hps"">Dizajniran za</span>primjenu u tekim uvjetima rada,<span class=""hps"">nai elektro eoni viliari iz</span><span class=""hps"">Traigo</span><span class=""hps"">80 i</span><span class=""hps"">7FBMF</span><span class=""hps"">serije</span><span class=""hps"">imaju 80</span><span class=""atn"">-</span>voltne<span class=""hps"">baterije</span>, amogu podii teret<span class=""hps"">do visine od 6,5</span><span class=""hps"">metara</span>.<span class=""hps"">Pogodni za aplikacije rukovanja s</span><span class=""hps"">vie</span><span class=""hps"">paleta</span>odjednom,ovi viliaris<span class=""hps"">4</span><span class=""atn"">-</span>kotaa<span class=""hps"">imaju kapacitet nosivosti</span><span class=""hps"">do</span><span class=""hps"">5</span><span class=""hps"">tona</span>.<span class=""hps"">Kombinirajui</span><span class=""hps"">snane</span><span class=""hps"">Toyota</span><span class=""hps"">AC</span><span class=""hps"">elektromotore</span><span class=""hps"">s naprednim</span><span class=""hps"">tehnologijama</span><span class=""hps"">za utedu energije</span>,<span class=""hps"">Toyota</span><span class=""hps"">Traigo80</span><span class=""hps"">i</span><span class=""hps"">7FBMF</span><span class=""hps"">jame</span><span class=""hps"">vrhunske performanse i</span><span class=""hps"">due operativno</span><span class=""hps"">vrijeme rada</span>.</p></div>";https://www.skladisna-logistika.hr/assets/galleries/282/430_traigo-80-4t-cabin_HI.jpg;http://www.skladisna-logistika.hr/upload/artikli/traigo_80_8fbmt_40_12128.pdf;8FBMT45;4500;6.5;930;18;500;;;;;;;2558
8FBMT35;Toyota elektriÄçni Äçeoni viliÄçari Traigo 80 serija;ElektriÄçni Äçeoni viliÄçari - Toyota Traigo serije;ElektriÄçni Äçeoni viliÄçari Toyota Traigo 80 serija;elektriÄçni-Äçeoni-viliÄçar-toyota-traigo-8fbmt-35;Dizajnirani za teÅ¡ke aplikacije rada i rad s viÅ¡e paleta odjednom, ekstra izdrÅ_ljivi Toyota Traigo 80 elektro Äçeoni viliÄçari na 4 kotaÄça imaju kapacitet nosivosti od 2 do 5 tona.;;"<p class=""kratki""><strong>Dizajnirani za teke aplikacije rada i rad s vie paleta odjednom, ekstra izdrljivi Toyota Traigo 80 elektro eoni viliari na 4 kotaa imaju kapacitet nosivosti od 2 do 5 tona.</strong></p><ul><li>Kapacitet nosivosti d0 3,5t pri teitu od 500mm</li><li>Visina dizanja do 6,5 m</li><li>Toyota SAS sa kontrolom krana, sinkroniziranim upravljanjem i redukcijom brzine prilikom skretanja</li><li>AC tehnologija</li><li>Mogunost izbora ruica za upravljanje</li><li>Izmjena baterija sa strane</li></ul><div class=""kratki""><p><span class=""hps"">Dizajniran za</span>primjenu u tekim uvjetima rada,<span class=""hps"">nai elektro eoni viliari iz</span><span class=""hps"">Traigo</span><span class=""hps"">80 i</span><span class=""hps"">7FBMF</span><span class=""hps"">serije</span><span class=""hps"">imaju 80</span><span class=""atn"">-</span>voltne<span class=""hps"">baterije</span>, amogu podii teret<span class=""hps"">do visine od 6,5</span><span class=""hps"">metara</span>.<span class=""hps"">Pogodni za aplikacije rukovanja s</span><span class=""hps"">vie</span><span class=""hps"">paleta</span>odjednom,ovi viliaris<span class=""hps"">4</span><span class=""atn"">-</span>kotaa<span class=""hps"">imaju kapacitet nosivosti</span><span class=""hps"">do</span><span class=""hps"">5</span><span class=""hps"">tona</span>.<span class=""hps"">Kombinirajui</span><span class=""hps"">snane</span><span class=""hps"">Toyota</span><span class=""hps"">AC</span><span class=""hps"">elektromotore</span><span class=""hps"">s naprednim</span><span class=""hps"">tehnologijama</span><span class=""hps"">za utedu energije</span>,<span class=""hps"">Toyota</span><span class=""hps"">Traigo80</span><span class=""hps"">i</span><span class=""hps"">7FBMF</span><span class=""hps"">jame</span><span class=""hps"">vrhunske performanse i</span><span class=""hps"">due operativno</span><span class=""hps"">vrijeme rada</span>.</p></div>";"https://www.skladisna-logistika.hr/assets/galleries/185/427_traigo-80_35_LO-1.jpg;https://www.skladisna-logistika.hr/assets/galleries/185/428_traigo-80_35_LO-2.jpg";http://www.skladisna-logistika.hr/upload/artikli/8fbmt35_175613.pdf;8FBMT35;3500;6.5;775;20;500;;;;;;;2167
